lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl
totaliser,totaliser,totalise,totalises,totalise,totalisons,totalisez,totalisent,totalisais,totalisais,totalisait,totalisions,totalisiez,totalisaient,totaliserai,totaliseras,totalisera,totaliserons,totaliserez,totaliseront,totaliserais,totaliserais,totaliserait,totaliserions,totaliseriez,totaliseraient,totalise,totalises,totalise,totalisions,totalisiez,totalisent,totalisai,totalisas,totalisa,totalisâmes,totalisâtes,totalisèrent,totalisasse,totalisasses,totalisât,totalisassions,totalisassiez,totalisassent,totalise,totalisons,totalisez
toucher,toucher,touche,touches,touche,touchons,touchez,touchent,touchais,touchais,touchait,touchions,touchiez,touchaient,toucherai,toucheras,touchera,toucherons,toucherez,toucheront,toucherais,toucherais,toucherait,toucherions,toucheriez,toucheraient,touche,touches,touche,touchions,touchiez,touchent,touchai,touchas,toucha,touchâmes,touchâtes,touchèrent,touchasse,touchasses,touchât,touchassions,touchassiez,touchassent,touche,touchons,touchez
touer,touer,toue,toues,toue,touons,touez,touent,touais,touais,touait,touions,touiez,touaient,touerai,toueras,touera,touerons,touerez,toueront,touerais,touerais,touerait,touerions,toueriez,toueraient,toue,toues,toue,touions,touiez,touent,touai,touas,toua,touâmes,touâtes,touèrent,touasse,touasses,touât,touassions,touassiez,touassent,toue,touons,touez
touiller,touiller,touille,touilles,touille,touillons,touillez,touillent,touillais,touillais,touillait,touillions,touilliez,touillaient,touillerai,touilleras,touillera,touillerons,touillerez,touilleront,touillerais,touillerais,touillerait,touillerions,touilleriez,touilleraient,touille,touilles,touille,touillions,touilliez,touillent,touillai,touillas,touilla,touillâmes,touillâtes,touillèrent,touillasse,touillasses,touillât,touillassions,touillassiez,touillassent,touille,touillons,touillez
tourbillonner,tourbillonner,tourbillonne,tourbillonnes,tourbillonne,tourbillonnons,tourbillonnez,tourbillonnent,tourbillonnais,tourbillonnais,tourbillonnait,tourbillonnions,tourbillonniez,tourbillonnaient,tourbillonnerai,tourbillonneras,tourbillonnera,tourbillonnerons,tourbillonnerez,tourbillonneront,tourbillonnerais,tourbillonnerais,tourbillonnerait,tourbillonnerions,tourbillonneriez,tourbillonneraient,tourbillonne,tourbillonnes,tourbillonne,tourbillonnions,tourbillonniez,tourbillonnent,tourbillonnai,tourbillonnas,tourbillonna,tourbillonnâmes,tourbillonnâtes,tourbillonnèrent,tourbillonnasse,tourbillonnasses,tourbillonnât,tourbillonnassions,tourbillonnassiez,tourbillonnassent,tourbillonne,tourbillonnons,tourbillonnez
tourmenter,tourmenter,tourmente,tourmentes,tourmente,tourmentons,tourmentez,tourmentent,tourmentais,tourmentais,tourmentait,tourmentions,tourmentiez,tourmentaient,tourmenterai,tourmenteras,tourmentera,tourmenterons,tourmenterez,tourmenteront,tourmenterais,tourmenterais,tourmenterait,tourmenterions,tourmenteriez,tourmenteraient,tourmente,tourmentes,tourmente,tourmentions,tourmentiez,tourmentent,tourmentai,tourmentas,tourmenta,tourmentâmes,tourmentâtes,tourmentèrent,tourmentasse,tourmentasses,tourmentât,tourmentassions,tourmentassiez,tourmentassent,tourmente,tourmentons,tourmentez
tournailler,tournailler,tournaille,tournailles,tournaille,tournaillons,tournaillez,tournaillent,tournaillais,tournaillais,tournaillait,tournaillions,tournailliez,tournaillaient,tournaillerai,tournailleras,tournaillera,tournaillerons,tournaillerez,tournailleront,tournaillerais,tournaillerais,tournaillerait,tournaillerions,tournailleriez,tournailleraient,tournaille,tournailles,tournaille,tournaillions,tournailliez,tournaillent,tournaillai,tournaillas,tournailla,tournaillâmes,tournaillâtes,tournaillèrent,tournaillasse,tournaillasses,tournaillât,tournaillassions,tournaillassiez,tournaillassent,tournaille,tournaillons,tournaillez
tourner,tourner,tourne,tournes,tourne,tournons,tournez,tournent,tournais,tournais,tournait,tournions,tourniez,tournaient,tournerai,tourneras,tournera,tournerons,tournerez,tourneront,tournerais,tournerais,tournerait,tournerions,tourneriez,tourneraient,tourne,tournes,tourne,tournions,tourniez,tournent,tournai,tournas,tourna,tournâmes,tournâtes,tournèrent,tournasse,tournasses,tournât,tournassions,tournassiez,tournassent,tourne,tournons,tournez
tournicoter,tournicoter,tournicote,tournicotes,tournicote,tournicotons,tournicotez,tournicotent,tournicotais,tournicotais,tournicotait,tournicotions,tournicotiez,tournicotaient,tournicoterai,tournicoteras,tournicotera,tournicoterons,tournicoterez,tournicoteront,tournicoterais,tournicoterais,tournicoterait,tournicoterions,tournicoteriez,tournicoteraient,tournicote,tournicotes,tournicote,tournicotions,tournicotiez,tournicotent,tournicotai,tournicotas,tournicota,tournicotâmes,tournicotâtes,tournicotèrent,tournicotasse,tournicotasses,tournicotât,tournicotassions,tournicotassiez,tournicotassent,tournicote,tournicotons,tournicotez
tourniquer,tourniquer,tournique,tourniques,tournique,tourniquons,tourniquez,tourniquent,tourniquais,tourniquais,tourniquait,tourniquions,tourniquiez,tourniquaient,tourniquerai,tourniqueras,tourniquera,tourniquerons,tourniquerez,tourniqueront,tourniquerais,tourniquerais,tourniquerait,tourniquerions,tourniqueriez,tourniqueraient,tournique,tourniques,tournique,tourniquions,tourniquiez,tourniquent,tourniquai,tourniquas,tourniqua,tourniquâmes,tourniquâtes,tourniquèrent,tourniquasse,tourniquasses,tourniquât,tourniquassions,tourniquassiez,tourniquassent,tournique,tourniquons,tourniquez
tournoyer,tournoyer,tournoie,tournoies,tournoie,tournoyons,tournoyez,tournoient,tournoyais,tournoyais,tournoyait,tournoyions,tournoyiez,tournoyaient,tournoierai,tournoieras,tournoiera,tournoierons,tournoierez,tournoieront,tournoierais,tournoierais,tournoierait,tournoierions,tournoieriez,tournoieraient,tournoie,tournoies,tournoie,tournoyions,tournoyiez,tournoient,tournoyai,tournoyas,tournoya,tournoyâmes,tournoyâtes,tournoyèrent,tournoyasse,tournoyasses,tournoyât,tournoyassions,tournoyassiez,tournoyassent,tournoie,tournoyons,tournoyez
tousser,tousser,tousse,tousses,tousse,toussons,toussez,toussent,toussais,toussais,toussait,toussions,toussiez,toussaient,tousserai,tousseras,toussera,tousserons,tousserez,tousseront,tousserais,tousserais,tousserait,tousserions,tousseriez,tousseraient,tousse,tousses,tousse,toussions,toussiez,toussent,toussai,toussas,toussa,toussâmes,toussâtes,toussèrent,toussasse,toussasses,toussât,toussassions,toussassiez,toussassent,tousse,toussons,toussez
toussoter,toussoter,toussote,toussotes,toussote,toussotons,toussotez,toussotent,toussotais,toussotais,toussotait,toussotions,toussotiez,toussotaient,toussoterai,toussoteras,toussotera,toussoterons,toussoterez,toussoteront,toussoterais,toussoterais,toussoterait,toussoterions,toussoteriez,toussoteraient,toussote,toussotes,toussote,toussotions,toussotiez,toussotent,toussotai,toussotas,toussota,toussotâmes,toussotâtes,toussotèrent,toussotasse,toussotasses,toussotât,toussotassions,toussotassiez,toussotassent,toussote,toussotons,toussotez
tracasser,tracasser,tracasse,tracasses,tracasse,tracassons,tracassez,tracassent,tracassais,tracassais,tracassait,tracassions,tracassiez,tracassaient,tracasserai,tracasseras,tracassera,tracasserons,tracasserez,tracasseront,tracasserais,tracasserais,tracasserait,tracasserions,tracasseriez,tracasseraient,tracasse,tracasses,tracasse,tracassions,tracassiez,tracassent,tracassai,tracassas,tracassa,tracassâmes,tracassâtes,tracassèrent,tracassasse,tracassasses,tracassât,tracassassions,tracassassiez,tracassassent,tracasse,tracassons,tracassez
tracer,tracer,trace,traces,trace,traçons,tracez,tracent,traçais,traçais,traçait,tracions,traciez,traçaient,tracerai,traceras,tracera,tracerons,tracerez,traceront,tracerais,tracerais,tracerait,tracerions,traceriez,traceraient,trace,traces,trace,tracions,traciez,tracent,traçai,traças,traça,traçâmes,traçâtes,tracèrent,traçasse,traçasses,traçât,traçassions,traçassiez,traçassent,trace,traçons,tracez
tracter,tracter,tracte,tractes,tracte,tractons,tractez,tractent,tractais,tractais,tractait,tractions,tractiez,tractaient,tracterai,tracteras,tractera,tracterons,tracterez,tracteront,tracterais,tracterais,tracterait,tracterions,tracteriez,tracteraient,tracte,tractes,tracte,tractions,tractiez,tractent,tractai,tractas,tracta,tractâmes,tractâtes,tractèrent,tractasse,tractasses,tractât,tractassions,tractassiez,tractassent,tracte,tractons,tractez
traduire,traduire,traduis,traduis,traduit,traduisons,traduisez,traduisent,traduisais,traduisais,traduisait,traduisions,traduisiez,traduisaient,traduirai,traduiras,traduira,traduirons,traduirez,traduiront,traduirais,traduirais,traduirait,traduirions,traduiriez,traduiraient,traduise,traduises,traduise,traduisions,traduisiez,traduisent,traduisis,traduisis,traduisit,traduisîmes,traduisîtes,traduisirent,traduisisse,traduisisses,traduisît,traduisissions,traduisissiez,traduisissent,traduis,traduisons,traduisez
traficoter,traficoter,traficote,traficotes,traficote,traficotons,traficotez,traficotent,traficotais,traficotais,traficotait,traficotions,traficotiez,traficotaient,traficoterai,traficoteras,traficotera,traficoterons,traficoterez,traficoteront,traficoterais,traficoterais,traficoterait,traficoterions,traficoteriez,traficoteraient,traficote,traficotes,traficote,traficotions,traficotiez,traficotent,traficotai,traficotas,traficota,traficotâmes,traficotâtes,traficotèrent,traficotasse,traficotasses,traficotât,traficotassions,traficotassiez,traficotassent,traficote,traficotons,traficotez
trafiquer,trafiquer,trafique,trafiques,trafique,trafiquons,trafiquez,trafiquent,trafiquais,trafiquais,trafiquait,trafiquions,trafiquiez,trafiquaient,trafiquerai,trafiqueras,trafiquera,trafiquerons,trafiquerez,trafiqueront,trafiquerais,trafiquerais,trafiquerait,trafiquerions,trafiqueriez,trafiqueraient,trafique,trafiques,trafique,trafiquions,trafiquiez,trafiquent,trafiquai,trafiquas,trafiqua,trafiquâmes,trafiquâtes,trafiquèrent,trafiquasse,trafiquasses,trafiquât,trafiquassions,trafiquassiez,trafiquassent,trafique,trafiquons,trafiquez
trahir,trahir,trahis,trahis,trahit,trahissons,trahissez,trahissent,trahissais,trahissais,trahissait,trahissions,trahissiez,trahissaient,trahirai,trahiras,trahira,trahirons,trahirez,trahiront,trahirais,trahirais,trahirait,trahirions,trahiriez,trahiraient,trahisse,trahisses,trahisse,trahissions,trahissiez,trahissent,trahis,trahis,trahit,trahîmes,trahîtes,trahirent,trahisse,trahisses,trahît,trahissions,trahissiez,trahissent,trahis,trahissons,trahissez
traînailler,traînailler,traînaille,traînailles,traînaille,traînaillons,traînaillez,traînaillent,traînaillais,traînaillais,traînaillait,traînaillions,traînailliez,traînaillaient,traînaillerai,traînailleras,traînaillera,traînaillerons,traînaillerez,traînailleront,traînaillerais,traînaillerais,traînaillerait,traînaillerions,traînailleriez,traînailleraient,traînaille,traînailles,traînaille,traînaillions,traînailliez,traînaillent,traînaillai,traînaillas,traînailla,traînaillâmes,traînaillâtes,traînaillèrent,traînaillasse,traînaillasses,traînaillât,traînaillassions,traînaillassiez,traînaillassent,traînaille,traînaillons,traînaillez
traînasser,traînasser,traînasse,traînasses,traînasse,traînassons,traînassez,traînassent,traînassais,traînassais,traînassait,traînassions,traînassiez,traînassaient,traînasserai,traînasseras,traînassera,traînasserons,traînasserez,traînasseront,traînasserais,traînasserais,traînasserait,traînasserions,traînasseriez,traînasseraient,traînasse,traînasses,traînasse,traînassions,traînassiez,traînassent,traînassai,traînassas,traînassa,traînassâmes,traînassâtes,traînassèrent,traînassasse,traînassasses,traînassât,traînassassions,traînassassiez,traînassassent,traînasse,traînassons,traînassez
traîner,traîner:trainer,traîne,traînes,traîne,traînons,traînez,traînent,traînais,traînais,traînait,traînions,traîniez,traînaient,traînerai,traîneras,traînera,traînerons,traînerez,traîneront,traînerais,traînerais,traînerait,traînerions,traîneriez,traîneraient,traîne,traînes,traîne,traînions,traîniez,traînent,traînai,traînas,traîna,traînâmes,traînâtes,traînèrent,traînasse,traînasses,traînât,traînassions,traînassiez,traînassent,traîne,traînons,traînez
traire,traire,trais,trais,trait,trayons,trayez,traient,trayais,trayais,trayait,trayions,trayiez,trayaient,trairai,trairas,traira,trairons,trairez,trairont,trairais,trairais,trairait,trairions,trairiez,trairaient,traie,traies,traie,trayions,trayiez,traient,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,trais,trayons,trayez
traiter,traiter,traite,traites,traite,traitons,traitez,traitent,traitais,traitais,traitait,traitions,traitiez,traitaient,traiterai,traiteras,traitera,traiterons,traiterez,traiteront,traiterais,traiterais,traiterait,traiterions,traiteriez,traiteraient,traite,traites,traite,traitions,traitiez,traitent,traitai,traitas,traita,traitâmes,traitâtes,traitèrent,traitasse,traitasses,traitât,traitassions,traitassiez,traitassent,traite,traitons,traitez
tramer,tramer,trame,trames,trame,tramons,tramez,trament,tramais,tramais,tramait,tramions,tramiez,tramaient,tramerai,trameras,tramera,tramerons,tramerez,trameront,tramerais,tramerais,tramerait,tramerions,trameriez,trameraient,trame,trames,trame,tramions,tramiez,trament,tramai,tramas,trama,tramâmes,tramâtes,tramèrent,tramasse,tramasses,tramât,tramassions,tramassiez,tramassent,trame,tramons,tramez
trancher,trancher,tranche,tranches,tranche,tranchons,tranchez,tranchent,tranchais,tranchais,tranchait,tranchions,tranchiez,tranchaient,trancherai,trancheras,tranchera,trancherons,trancherez,trancheront,trancherais,trancherais,trancherait,trancherions,trancheriez,trancheraient,tranche,tranches,tranche,tranchions,tranchiez,tranchent,tranchai,tranchas,trancha,tranchâmes,tranchâtes,tranchèrent,tranchasse,tranchasses,tranchât,tranchassions,tranchassiez,tranchassent,tranche,tranchons,tranchez
tranquilliser,tranquilliser,tranquillise,tranquillises,tranquillise,tranquillisons,tranquillisez,tranquillisent,tranquillisais,tranquillisais,tranquillisait,tranquillisions,tranquillisiez,tranquillisaient,tranquilliserai,tranquilliseras,tranquillisera,tranquilliserons,tranquilliserez,tranquilliseront,tranquilliserais,tranquilliserais,tranquilliserait,tranquilliserions,tranquilliseriez,tranquilliseraient,tranquillise,tranquillises,tranquillise,tranquillisions,tranquillisiez,tranquillisent,tranquillisai,tranquillisas,tranquillisa,tranquillisâmes,tranquillisâtes,tranquillisèrent,tranquillisasse,tranquillisasses,tranquillisât,tranquillisassions,tranquillisassiez,tranquillisassent,tranquillise,tranquillisons,tranquillisez
transbahuter,transbahuter,transbahute,transbahutes,transbahute,transbahutons,transbahutez,transbahutent,transbahutais,transbahutais,transbahutait,transbahutions,transbahutiez,transbahutaient,transbahuterai,transbahuteras,transbahutera,transbahuterons,transbahuterez,transbahuteront,transbahuterais,transbahuterais,transbahuterait,transbahuterions,transbahuteriez,transbahuteraient,transbahute,transbahutes,transbahute,transbahutions,transbahutiez,transbahutent,transbahutai,transbahutas,transbahuta,transbahutâmes,transbahutâtes,transbahutèrent,transbahutasse,transbahutasses,transbahutât,transbahutassions,transbahutassiez,transbahutassent,transbahute,transbahutons,transbahutez
transborder,transborder,transborde,transbordes,transborde,transbordons,transbordez,transbordent,transbordais,transbordais,transbordait,transbordions,transbordiez,transbordaient,transborderai,transborderas,transbordera,transborderons,transborderez,transborderont,transborderais,transborderais,transborderait,transborderions,transborderiez,transborderaient,transborde,transbordes,transborde,transbordions,transbordiez,transbordent,transbordai,transbordas,transborda,transbordâmes,transbordâtes,transbordèrent,transbordasse,transbordasses,transbordât,transbordassions,transbordassiez,transbordassent,transborde,transbordons,transbordez
transcender,transcender,transcende,transcendes,transcende,transcendons,transcendez,transcendent,transcendais,transcendais,transcendait,transcendions,transcendiez,transcendaient,transcenderai,transcenderas,transcendera,transcenderons,transcenderez,transcenderont,transcenderais,transcenderais,transcenderait,transcenderions,transcenderiez,transcenderaient,transcende,transcendes,transcende,transcendions,transcendiez,transcendent,transcendai,transcendas,transcenda,transcendâmes,transcendâtes,transcendèrent,transcendasse,transcendasses,transcendât,transcendassions,transcendassiez,transcendassent,transcende,transcendons,transcendez
transcrire,transcrire,transcris,transcris,transcrit,transcrivons,transcrivez,transcrivent,transcrivais,transcrivais,transcrivait,transcrivions,transcriviez,transcrivaient,transcrirai,transcriras,transcrira,transcrirons,transcrirez,transcriront,transcrirais,transcrirais,transcrirait,transcririons,transcririez,transcriraient,transcrive,transcrives,transcrive,transcrivions,transcriviez,transcrivent,transcrivis,transcrivis,transcrivit,transcrivîmes,transcrivîtes,transcrivirent,transcrivisse,transcrivisses,transcrivît,transcrivissions,transcrivissiez,transcrivissent,transcris,transcrivons,transcrivez
transférer,transférer,transfère,transfères,transfère,transférons,transférez,transfèrent,transférais,transférais,transférait,transférions,transfériez,transféraient,transférerai,transféreras,transférera,transférerons,transférerez,transféreront,transférerais,transférerais,transférerait,transférerions,transféreriez,transféreraient,transfère,transfères,transfère,transférions,transfériez,transfèrent,transférai,transféras,transféra,transférâmes,transférâtes,transférèrent,transférasse,transférasses,transférât,transférassions,transférassiez,transférassent,transfère,transférons,transférez
transfigurer,transfigurer,transfigure,transfigures,transfigure,transfigurons,transfigurez,transfigurent,transfigurais,transfigurais,transfigurait,transfigurions,transfiguriez,transfiguraient,transfigurerai,transfigureras,transfigurera,transfigurerons,transfigurerez,transfigureront,transfigurerais,transfigurerais,transfigurerait,transfigurerions,transfigureriez,transfigureraient,transfigure,transfigures,transfigure,transfigurions,transfiguriez,transfigurent,transfigurai,transfiguras,transfigura,transfigurâmes,transfigurâtes,transfigurèrent,transfigurasse,transfigurasses,transfigurât,transfigurassions,transfigurassiez,transfigurassent,transfigure,transfigurons,transfigurez
transformer,transformer,transforme,transformes,transforme,transformons,transformez,transforment,transformais,transformais,transformait,transformions,transformiez,transformaient,transformerai,transformeras,transformera,transformerons,transformerez,transformeront,transformerais,transformerais,transformerait,transformerions,transformeriez,transformeraient,transforme,transformes,transforme,transformions,transformiez,transforment,transformai,transformas,transforma,transformâmes,transformâtes,transformèrent,transformasse,transformasses,transformât,transformassions,transformassiez,transformassent,transforme,transformons,transformez
transfuser,transfuser,transfuse,transfuses,transfuse,transfusons,transfusez,transfusent,transfusais,transfusais,transfusait,transfusions,transfusiez,transfusaient,transfuserai,transfuseras,transfusera,transfuserons,transfuserez,transfuseront,transfuserais,transfuserais,transfuserait,transfuserions,transfuseriez,transfuseraient,transfuse,transfuses,transfuse,transfusions,transfusiez,transfusent,transfusai,transfusas,transfusa,transfusâmes,transfusâtes,transfusèrent,transfusasse,transfusasses,transfusât,transfusassions,transfusassiez,transfusassent,transfuse,transfusons,transfusez
transgresser,transgresser,transgresse,transgresses,transgresse,transgressons,transgressez,transgressent,transgressais,transgressais,transgressait,transgressions,transgressiez,transgressaient,transgresserai,transgresseras,transgressera,transgresserons,transgresserez,transgresseront,transgresserais,transgresserais,transgresserait,transgresserions,transgresseriez,transgresseraient,transgresse,transgresses,transgresse,transgressions,transgressiez,transgressent,transgressai,transgressas,transgressa,transgressâmes,transgressâtes,transgressèrent,transgressasse,transgressasses,transgressât,transgressassions,transgressassiez,transgressassent,transgresse,transgressons,transgressez
